../../../pdielec -size 0 -size 1 -size 3 -processors 4 -method ap -method bruggeman -matrix ptfe -sigma 5 -ellipsoid 0 0 1 0.5 -csv command1.csv -masses program -program abinit BaTiO3.out -processors 4
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   0,   65.74,         1.935128,                8177.076262,  1041.1377,     5.0
   1,   65.74,         1.935115,                8177.020635,  1041.1306,     5.0
   2,   65.75,         1.934571,                8174.722771,  1040.8380,     5.0
   3,  198.01,        37.112289,              156821.689833, 19967.1577,     5.0
   4,  198.01,        37.112483,              156822.507130, 19967.2618,     5.0
   5,  198.02,        37.125602,              156877.944975, 19974.3203,     5.0
   6,  270.59,         0.000000,                   0.000141,     0.0000,     5.0
   7,  270.59,         0.000000,                   0.000128,     0.0000,     5.0
   8,  270.59,         0.000000,                   0.000001,     0.0000,     5.0
   9,  279.35,        33.055024,              139677.308047, 17784.2672,     5.0
  10,  279.35,        33.063614,              139713.606233, 17788.8888,     5.0
  11,  279.35,        33.063542,              139713.302190, 17788.8501,     5.0
  12,  493.63,        20.513710,               86682.731944, 11036.7882,     5.0
  13,  493.63,        20.515522,               86690.388406, 11037.7631,     5.0
  14,  493.63,        20.515522,               86690.388408, 11037.7631,     5.0
,,,,,,cm-1,thz,ap_noshape([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),ap_noshape([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/1mu),ap_noshape([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/3mu),bruggeman_ellipsoid([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),bruggeman_ellipsoid([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/1mu),bruggeman_ellipsoid([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/3mu),ap_noshape([0 0 1] 0.5)_real_dielectric(vf=0.1),ap_noshape([0 0 1] 0.5)_real_dielectric(vf=0.1/1mu),ap_noshape([0 0 1] 0.5)_real_dielectric(vf=0.1/3mu),bruggeman_ellipsoid([0 0 1] 0.5)_real_dielectric(vf=0.1),bruggeman_ellipsoid([0 0 1] 0.5)_real_dielectric(vf=0.1/1mu),bruggeman_ellipsoid([0 0 1] 0.5)_real_dielectric(vf=0.1/3mu),ap_noshape([0 0 1] 0.5)_imag_dielectric(vf=0.1),ap_noshape([0 0 1] 0.5)_imag_dielectric(vf=0.1/1mu),ap_noshape([0 0 1] 0.5)_imag_dielectric(vf=0.1/3mu),bruggeman_ellipsoid([0 0 1] 0.5)_imag_dielectric(vf=0.1),bruggeman_ellipsoid([0 0 1] 0.5)_imag_dielectric(vf=0.1/1mu),bruggeman_ellipsoid([0 0 1] 0.5)_imag_dielectric(vf=0.1/3mu),ap_noshape([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1),ap_noshape([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1/1mu),ap_noshape([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1/3mu),bruggeman_ellipsoid([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1),bruggeman_ellipsoid([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1/1mu),bruggeman_ellipsoid([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1/3mu)
,,,,,,  253.200000,    7.590745,        111.25721760,        111.25721760,        111.25721760,          6.83449228,          6.85255709,          4.95345876,          5.33534686,          5.33534686,          5.33534686,          2.65951078,          2.66526129,          2.71254581,          0.84773625,          0.84773625,          0.84773625,          0.03665312,          0.03678971,          0.02682847,        252.78399155,        252.78399155,        252.78399155,         15.52843289,         15.56947738,         11.25459637
,,,,,,  253.400000,    7.596741,        111.69150336,        111.69150336,        111.69150336,          6.70230277,          6.71763060,          4.76933604,          5.40249278,          5.40249278,          5.40249278,          2.66229853,          2.66811093,          2.71589051,          0.85569120,          0.85569120,          0.85569120,          0.03593461,          0.03605608,          0.02582674,        253.77071844,        253.77071844,        253.77071844,         15.22808931,         15.26291519,         10.83625698
,,,,,,  253.600000,    7.602737,        112.15076940,        112.15076940,        112.15076940,          6.57499038,          6.58763388,          4.59064430,          5.47025722,          5.47025722,          5.47025722,          2.66503537,          2.67090916,          2.71918024,          0.86388413,          0.86388413,          0.86388413,          0.03524228,          0.03534895,          0.02485451,        254.81420222,        254.81420222,        254.81420222,         14.93882688,         14.96755378,         10.43025715
,,,,,,  253.800000,    7.608733,        112.63530274,        112.63530274,        112.63530274,          6.45232521,          6.46233511,          4.41713179,          5.53865833,          5.53865833,          5.53865833,          2.66772303,          2.67365771,          2.72241686,          0.87232162,          0.87232162,          0.87232162,          0.03457493,          0.03466707,          0.02391043,        255.91509504,        255.91509504,        255.91509504,         14.66012323,         14.68286642,         10.03602489
,,,,,,  254.000000,    7.614728,        113.14541365,        113.14541365,        113.14541365,          6.33409082,          6.34151604,          4.24856108,          5.60771480,          5.60771480,          5.60771480,          2.67036315,          2.67635823,          2.72560213,          0.88101052,          0.88101052,          0.88101052,          0.03393139,          0.03400928,          0.02299325,        257.07410184,        257.07410184,        257.07410184,         14.39148663,         14.40835723,          9.65302073
,,,,,,  254.200000,    7.620724,        113.68143607,        113.68143607,        113.68143607,          6.22008333,          6.22497101,          4.08470807,          5.67744577,          5.67744577,          5.67744577,          2.67295731,          2.67901233,          2.72873777,          0.88995794,          0.88995794,          0.88995794,          0.03331059,          0.03337450,          0.02210177,        258.29198135,        258.29198135,        258.29198135,         14.13245384,         14.14355899,          9.28073552
,,,,,,  254.400000,    7.626720,        114.24372812,        114.24372812,        114.24372812,          6.11011055,          6.11250616,          3.92536112,          5.74787094,          5.74787094,          5.74787094,          2.67550702,          2.68162153,          2.73182541,          0.89917131,          0.89917131,          0.89917131,          0.03271149,          0.03276169,          0.02123486,        259.56954728,        259.56954728,        259.56954728,         13.88258817,         13.88803118,          8.91868837
,,,,,,  254.600000,    7.632716,        114.83267266,        114.83267266,        114.83267266,          6.00399117,          6.00393857,          3.77032018,          5.81901053,          5.81901053,          5.81901053,          2.67801373,          2.68418729,          2.73486662,          0.90865834,          0.90865834,          0.90865834,          0.03213313,          0.03216987,          0.02039145,        260.90766948,        260.90766948,        260.90766948,         13.64147769,         13.64135820,          8.56642478
,,,,,,  254.800000,    7.638712,        115.44867789,        115.44867789,        115.44867789,          5.90155404,          5.89909555,          3.61939607,          5.89088536,          5.89088536,          5.89088536,          2.68047884,          2.68671103,          2.73786291,          0.91842710,          0.91842710,          0.91842710,          0.03157460,          0.03159812,          0.01957053,        262.30727538,        262.30727538,        262.30727538,         13.40873354,         13.40314770,          8.22351489
,,,,,,  255.000000,    7.644708,        116.09217797,        116.09217797,        116.09217797,          5.80263749,          5.79781395,          3.47240973,          5.96351681,          5.96351681,          5.96351681,          2.68290367,          2.68919408,          2.74081573,          0.92848597,          0.92848597,          0.92848597,          0.03103504,          0.03104557,          0.01877113,        263.76935148,        263.76935148,        263.76935148,         13.18398841,         13.17302898,          7.88955189
,,,,,,  255.200000,    7.650704,        116.76363380,        116.76363380,        116.76363380,          5.70708874,          5.69993954,          3.32919160,          6.03692687,          6.03692687,          6.03692687,          2.68528952,          2.69163776,          2.74372647,          0.93884368,          0.93884368,          0.93884368,          0.03051362,          0.03051139,          0.01799236,        265.29494496,        265.29494496,        265.29494496,         12.96689511,         12.95065164,          7.56415052
,,,,,,  255.400000,    7.656699,        117.46353376,        117.46353376,        117.46353376,          5.61476325,          5.60532644,          3.18958100,          6.11113819,          6.11113819,          6.11113819,          2.68763762,          2.69404331,          2.74659647,          0.94950934,          0.94950934,          0.94950934,          0.03000958,          0.02999482,          0.01723334,        266.88516544,        266.88516544,        266.88516544,         12.75712530,         12.73568422,          7.24694571
,,,,,,  255.600000,    7.662695,        118.19239455,        118.19239455,        118.19239455,          5.52552426,          5.51383657,          3.05342557,          6.18617408,          6.18617408,          6.18617408,          2.68994916,          2.69641192,          2.74942702,          0.96049247,          0.96049247,          0.96049247,          0.02952218,          0.02949510,          0.01649327,        268.54118691,        268.54118691,        268.54118691,         12.55436823,         12.52781300,          6.93759129
,,,,,,  255.800000,    7.668691,        118.95076212,        118.95076212,        118.95076212,          5.43924226,          5.42533917,          2.92058077,          6.26205852,          6.26205852,          6.26205852,          2.69222527,          2.69874475,          2.75221937,          0.97180295,          0.97180295,          0.97180295,          0.02905073,          0.02901154,          0.01577136,        270.26424978,        270.26424978,        270.26424978,         12.35832964,         12.32674087,          6.63575884
,,,,,,  256.000000,    7.674687,        119.73921261,        119.73921261,        119.73921261,          5.35579455,          5.33971032,          2.79090937,          6.33881624,          6.33881624,          6.33881624,          2.69446704,          2.70104290,          2.75497469,          0.98345114,          0.98345114,          0.98345114,          0.02859458,          0.02854347,          0.01506688,        272.05566309,        272.05566309,        272.05566309,         12.16873075,         12.13218628,          6.34113655
,,,,,,  256.200000,    7.680683,        120.55835339,        120.55835339,        120.55835339,          5.27506480,          5.25683253,          2.66428100,          6.41647268,          6.41647268,          6.41647268,          2.69667555,          2.70330744,          2.75769415,          0.99544782,          0.99544782,          0.99544782,          0.02815309,          0.02809026,          0.01437913,        273.91680685,        273.91680685,        273.91680685,         11.98530724,         11.94388229,          6.05342827
,,,,,,  256.400000,    7.686679,        121.40882422,        121.40882422,        121.40882422,          5.19694265,          5.17659434,          2.54057179,          6.49505410,          6.49505410,          6.49505410,          2.69885179,          2.70553940,          2.76037884,          1.00780425,          1.00780425,          1.00780425,          0.02772569,          0.02765132,          0.01370744,        275.84913463,        275.84913463,        275.84913463,         11.80780839,         11.76157563,          5.77235250
,,,,,,  256.600000,    7.692674,        122.29129842,        122.29129842,        122.29129842,          5.12132339,          5.09888993,          2.41966391,          6.57458755,          6.57458755,          6.57458755,          2.70099675,          2.70773977,          2.76302985,          1.02053217,          1.02053217,          1.02053217,          0.02731180,          0.02722608,          0.01305117,        277.85417623,        277.85417623,        277.85417623,         11.63599626,         11.58502591,          5.49764154
,,,,,,  256.800000,    7.698670,        123.20648413,        123.20648413,        123.20648413,          5.04810755,          5.02361883,          2.30144525,          6.65510093,          6.65510093,          6.65510093,          2.70311136,          2.70990949,          2.76564818,          1.03364388,          1.03364388,          1.03364388,          0.02691089,          0.02681400,          0.01240973,        279.93354063,        279.93354063,        279.93354063,         11.46964488,         11.41400484,          5.22904069
